,Question,orig_Question,Numbers,Equation,Answer,group_nums,Body,Ques_Statement
77, the hawks number0 touchdowns worth number1 points each . how many points they ?,the hawks scored number0 touchdowns worth number1 points each . how many points do they have ?,3 7,* number1 number0,21.0,"[1, 2, 3, 4, 5, 6, 7, 8, 13, 14, 15]",the hawks scored number0 touchdowns worth number1 points each .,how many points do they have ?
78, a quarter $ number0 . how many quarters equal $ number1 ?,a quarter equals $ number0 . how many quarters equal $ number1 ?,0.25 2.25,/ number1 number0,9.0,"[2, 3, 4, 9, 10, 11, 12]",a quarter equals $ number0 .,how many quarters equal $ number1 ?
79, mark number0 trees in his backyard . if he plants number1 more how many trees will he ?,mark has number0 trees in his backyard . if he plants number1 more how many trees will he have ?,13 12,+ number0 number1,25.0,"[1, 2, 3, 6, 10, 11, 12, 16, 17, 18]",mark has number0 trees in his backyard . if he plants number1 more,how many trees will he have ?
80, kim number0 cousins . she to each one number1 pieces of gum . how much gum will she ?,kim has number0 cousins . she wants to give each one number1 pieces of gum . how much gum will she need ?,4 5,* number0 number1,20.0,"[1, 2, 3, 9, 10, 11, 12, 19, 20, 21]",kim has number0 cousins . she wants to give each one number1 pieces of gum .,how much gum will she need ?
81, dan $ number0 . he a candy bar for $ number1 . how much money ?,dan has $ number0 . he bought a candy bar for $ number1 . how much money is left ?,3.00 1.00,- number0 number1,2.0,"[1, 2, 3, 11, 12, 16, 17, 18]",dan has $ number0 . he bought a candy bar for $ number1 .,how much money is left ?
82, number0 boats in the lake . each boat number1 people . how many people on boats in the lake ?,number0 boats are in the lake . each boat has number1 people . how many people are on boats in the lake ?,5 3,* number0 number1,15.0,"[0, 1, 2, 5, 7, 9, 10, 11, 19, 20, 21]",number0 boats are in the lake . each boat has number1 people .,how many people are on boats in the lake ?
83, there number0 dogs number1 fish and number2 cats at my farm . how many pets i at my farm ?,there are number0 dogs number1 fish and number2 cats at my farm . how many pets do i have at my farm ?,43 72 34,+ + number0 number1 number2,149.0,"[1, 2, 3, 4, 5, 6, 7, 8, 19, 20, 21]",there are number0 dogs number1 fish and number2 cats at my farm .,how many pets do i have at my farm ?
84, charlie number0 more snowballs than lucy . she number1 snowballs . how many charlie ?,charlie has number0 more snowballs than lucy . she has number1 snowballs . how many does charlie have ?,31 19,+ number0 number1,50.0,"[1, 2, 3, 4, 9, 10, 11, 15, 16, 17]",charlie has number0 more snowballs than lucy . she has number1 snowballs .,how many does charlie have ?
85, randy number0 blocks . he number1 blocks to a tower . how many blocks ?,randy has number0 blocks . he uses number1 blocks to build a tower . how many blocks are left ?,78 19,- number0 number1,59.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",randy has number0 blocks . he uses number1 blocks to build a tower .,how many blocks are left ?
86, bryan number0 skittles . ben number1 m & m 's . how many more brian ?,bryan has number0 skittles . ben has number1 m & m 's . how many more does brian have ?,50 20,- number0 number1,30.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",bryan has number0 skittles . ben has number1 m & m 's .,how many more does brian have ?
87, annie about to her birthday next week so her friends to her a surprise birthday party . jessica annie 's best friend the party . she on pizza for everyone . if she number0 pieces of pepperoni number1 pieces of salami and number2 pieces of bacon as meat ingredients how many pieces of meat she in total ?,annie is about to celebrate her birthday next week so her friends decided to throw her a surprise birthday party . jessica annie 's best friend is hosting the party . she plans on making pizza for everyone . if she bought number0 pieces of pepperoni number1 pieces of salami and number2 pieces of bacon as meat ingredients how many pieces of meat did she buy in total ?,15 10 30,+ + number0 number1 number2,55.0,"[65, 2, 66, 67, 41, 42, 43, 45, 46, 47, 50, 51, 52, 20, 26]",annie is about to celebrate her birthday next week so her friends decided to throw her a surprise birthday party . jessica annie 's best friend is hosting the party . she plans on making pizza for everyone . if she bought number0 pieces of pepperoni number1 pieces of salami and number2 pieces of bacon as meat ingredients,how many pieces of meat did she buy in total ?
88, andrew annie 's other friend with the preparation of appetizers . he to number0 hotdogs on sticks number1 pieces of bite-sized cheese pops and number2 pieces of chicken nuggets . how many portions of appetizers andrew in all ?,andrew annie 's other friend was assigned with the preparation of appetizers . he decided to bring number0 hotdogs on sticks number1 pieces of bite-sized cheese pops and number2 pieces of chicken nuggets . how many portions of appetizers did andrew bring in all ?,30 20 40,+ + number0 number1 number2,90.0,"[3, 41, 42, 43, 16, 17, 18, 20, 21, 22, 27, 28, 29]",andrew annie 's other friend was assigned with the preparation of appetizers . he decided to bring number0 hotdogs on sticks number1 pieces of bite-sized cheese pops and number2 pieces of chicken nuggets .,how many portions of appetizers did andrew bring in all ?
89, annie 's mother also to a part of the surprise . she to in charge of drinks . she number0 glasses of orange juice number1 glasses of grape juice and number2 glasses of apple juice . how many glasses of juice would there ?,annie 's mother has also been asked to be a part of the surprise . she was tasked to be in charge of drinks . she made number0 glasses of orange juice number1 glasses of grape juice and number2 glasses of apple juice . how many glasses of juice would there be ?,25 15 5,+ + number0 number1 number2,45.0,"[32, 33, 1, 37, 38, 39, 7, 49, 50, 51, 26, 27, 28, 31]",annie 's mother has also been asked to be a part of the surprise . she was tasked to be in charge of drinks . she made number0 glasses of orange juice number1 glasses of grape juice and number2 glasses of apple juice .,how many glasses of juice would there be ?
90, on the actual day of annie 's birthday almost everyone in her class to her . if number0 girl classmates number1 boy classmates and number2 teachers in her class how many people her birthday party ?,on the actual day of annie 's birthday almost everyone in her class came to surprise her . if annie has number0 girl classmates number1 boy classmates and number2 teachers in her class how many people attended her birthday party ?,15 20 3,+ + number0 number1 number2,38.0,"[2, 37, 38, 39, 20, 21, 22, 23, 24, 25, 27, 28, 29]",on the actual day of annie 's birthday almost everyone in her class came to surprise her . if annie has number0 girl classmates number1 boy classmates and number2 teachers in her class,how many people attended her birthday party ?
91, the group then on to out the houses along broadway street and the scary werewolf avenue . after the long walk they to their candy again . if mary number0 gums sam number1 gums and sue number2 how many gums the number3 in all ?,the group then went on to check out the houses along broadway street and the scary werewolf avenue . after the long walk they decided to count their candy again . if mary has number0 chewing gums sam has number1 chewing gums and sue has number2 chewing gums how many chewing gums did the number3 have in all ?,5 10 15 3,+ + number0 number1 number2,30.0,"[2, 7, 13, 18, 24, 33, 34, 35, 36, 38, 39, 40, 41, 44, 45, 46, 47, 53, 54, 55, 56, 57]",the group then went on to check out the houses along broadway street and the scary werewolf avenue . after the long walk they decided to count their candy again . if mary has number0 chewing gums sam has number1 chewing gums and sue has number2 chewing gums,how many chewing gums did the number3 have in all ?
92, the friends then to the rest of the houses in their village . however sam to home earlier . she her share of candies which of number0 gums number1 chocolate bars and number2 fruit candies . how many candies she in total ?,the friends then proceeded to the rest of the houses in their village . however sam had to go home earlier . she got her share of candies which are composed of number0 chewing gums number1 chocolate bars and number2 assorted fruit candies . how many candies did she get in total ?,10 15 20,+ + number0 number1 number2,45.0,"[32, 33, 34, 35, 36, 37, 38, 39, 40, 1, 42, 5, 49, 18, 50, 51, 31]",the friends then proceeded to the rest of the houses in their village . however sam had to go home earlier . she got her share of candies which are composed of number0 chewing gums number1 chocolate bars and number2 assorted fruit candies .,how many candies did she get in total ?
93, after sam and bob mary john and sue to home as well . they the total amount of treats that the number0 of them . they able to out number1 gums number2 chocolate bars and another number3 candies of different flavors . how many treats mary john and sue in total ?,after sam and bob left mary john and sue decided to go home as well . they counted the total amount of treats that the number0 of them got . they were able to sort out number1 chewing gums number2 chocolate bars and another number3 candies of different flavors . how many treats did mary john and sue have in total ?,3 60 55 40,+ + number1 number2 number3,155.0,"[35, 36, 37, 38, 39, 40, 41, 4, 43, 44, 45, 58, 24, 25, 26, 59, 60]",after sam and bob left mary john and sue decided to go home as well . they counted the total amount of treats that the number0 of them got . they were able to sort out number1 chewing gums number2 chocolate bars and another number3 candies of different flavors .,how many treats did mary john and sue have in total ?
94, it easter time and the kids in the neighborhood of easterville very excited about the annual easter egg hunt . the parents to the eggs in a lot of different places . they number0 eggs around the club house number1 around the village park and number2 eggs in the town hall garden . how many eggs in total ?,it is easter time and the kids in the neighborhood of easterville are very excited about the annual easter egg hunt . the parents have decided to hide the eggs in a lot of different places . they hid number0 eggs around the club house number1 eggs around the village park and number2 eggs in the town hall garden . how many eggs were hidden in total ?,55 33 22,+ + number0 number1 number2,110.0,"[64, 1, 65, 66, 5, 38, 39, 40, 44, 45, 46, 51, 52, 53]",it is easter time and the kids in the neighborhood of easterville are very excited about the annual easter egg hunt . the parents have decided to hide the eggs in a lot of different places . they hid number0 eggs around the club house number1 eggs around the village park and number2 eggs in the town hall garden .,how many eggs were hidden in total ?
